"Part";"Value";"Device";"Package";"Description";"ALTERNATE_PARTNUMBER";"APPLICATION_BUILDNUMBER";"AVAILABILITY";"BUILT_BY";"COMPTYPE";"COPYRIGHT";"CUI_PURCHASE_URL";"DESCRIPTION";"DIGI-KEY_PART_NUMBER";"MANUFACTURER";"MANUFACTURER_PART_NUMBER";"MF";"MOUNTTYPE";"MP";"MPN";"OC_FARNELL";"OC_NEWARK";"PACKAGE";"PACKAGEREFERENCE";"PARTNUMBER";"PIN_COUNT";"POPULARITY";"PRICE";"PURCHASE-URL";"REFDES";"ROHS";"SOURCELIBRARY";"SPICEPREFIX";"TYPE";"VALUE";"VENDOR";
"C119";"0.1u";"C-USC0603";"C0603";"CAPACITOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37";"";"";"";"";"";"C";"";"";"";
"C120";"0.1u";"C-USC0603";"C0603";"CAPACITOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37";"";"";"";"";"";"C";"";"";"";
"C121";"0.1u";"C-USC0603";"C0603";"CAPACITOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37";"";"";"";"";"";"C";"";"";"";
"C122";"0.1u";"C-USC0603";"C0603";"CAPACITOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"37";"";"";"";"";"";"C";"";"";"";
"D1";"PD3S130";"PD3S160";"POWERDI323";"1.0A SURFACE MOUNT SCHOTTKY BARRIER RECTIFIER POWERDI Â® 323";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";
"H1";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";
"H2";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";
"H3";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";
"H4";"MOUNT-HOLE3.0";"MOUNT-HOLE3.0";"3,0";"MOUNTING HOLE with drill center marker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";
"IC1";"OPA1662";"OPA1662";"DGK8";"OPA1662AIDGKR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IC2";"ADA4610-2";"ADA4692-2R";"SO8";"Low Power, 3.6 MHz, Low Noise, Rail-to-Rail Output, Operational Amplifiers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ADA4692-2ARZ";"1760810";"05R6523";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";
"IC3";"ADA4610-2";"ADA4692-2R";"SO8";"Low Power, 3.6 MHz, Low Noise, Rail-to-Rail Output, Operational Amplifiers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ADA4692-2ARZ";"1760810";"05R6523";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";
"IC4";"OPA1662";"OPA1662";"DGK8";"OPA1662AIDGKR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IC5";"ADA4610-2";"ADA4692-2R";"SO8";"Low Power, 3.6 MHz, Low Noise, Rail-to-Rail Output, Operational Amplifiers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ADA4692-2ARZ";"1760810";"05R6523";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";
"IC6";"OPA1662";"OPA1662";"DGK8";"OPA1662AIDGKR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IC7";"ADA4610-2";"ADA4692-2R";"SO8";"Low Power, 3.6 MHz, Low Noise, Rail-to-Rail Output, Operational Amplifiers";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ADA4692-2ARZ";"1760810";"05R6523";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";
"IC8";"OPA1662";"OPA1662";"DGK8";"OPA1662AIDGKR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"J1";"PJ-202AH";"PJ-202AH";"CUI_PJ-202AH";"2.0 mm Center Pin, 5.0 A, Right Angle, Through Hole, Kinked Pins, Dc Power Jack Connector";"";"";"";"";"";"";"https://www.cuidevices.com/product/interconnect/connectors/dc-power-connectors/jacks/pj-202ah?utm_source=snapeda.com&utm_medium=referral&utm_campaign=snapedaBOM";" 2.0 x 6.5 mm, 5.0 A, Horizontal, Through Hole, Kinked Pins, Dc Power Jack Connector ";"CP-202AH-ND";"";"";"CUI Devices";"";"PJ-202AH";"";"";"";"None";"";"";"";"";"";"https://pricing.snapeda.com/search/part/PJ-202AH/?ref=eda";"";"";"";"";"";"";"";
"J2";"PJ-002B";"PJ-002B";"CUI_PJ-002B";"2.5 mm Center Pin, 2.5 A, Right Angle, Through Hole, Dc Power Jack Connector Check prices";"";"";"Good";"";"";"";"https://www.cuidevices.com/product/interconnect/connectors/dc-power-connectors/jacks/pj-002b?utm_source=snapeda.com&utm_medium=referral&utm_campaign=snapedaBOM";" 2.5 x 6.5 mm, 2.5 A, Horizontal, Through Hole, Dc Power Jack Connector ";"";"";"";"CUI Devices";"";"PJ-002B";"";"";"";"None";"";"";"";"";"None";"https://pricing.snapeda.com/search/part/PJ-002B/?ref=eda";"";"";"";"";"";"";"";
"J3";"2-406541-3";"2-406541-3";"CONN8_406541_TEC";"";"";"";"";"";"";"";"";"";"";"";"2-406541-3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"TE_Connectivity-2018-03-16";"";"";"";"TE Connectivity";
"JP1";"";"PINHD-1X04_2.54-SMD";"1X04SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP2";"";"PINHD-1X04_2.54-SMD";"1X04SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP3";"";"PINHD-1X04_2.54-SMD";"1X04SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP4";"";"PINHD-1X04_2.54-SMD";"1X04SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP5";"";"PINHD-1X04_2.54-SMD";"1X04SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP6";"";"PINHD-1X02_2.54-SMD";"1X02SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP7";"";"PINHD-2X06_2.54-SMD";"2X06SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"JP8";"";"PINHD-2X05_2.54-SMD";"2X05SMD";"PIN HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"L1";"SRR4028-4R7Y";"SRR4028-4R7Y";"IND_BOURNS_SRR4028";"";"";"";"";"EMA_UL_Team";"";"";"";"";"";"";"SRR4028-4R7Y";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Bourns_2010-01-01_IND_SRRxxxx";"";"";"";"Bourns Electronics";
"OK1";"OPALKELLY_XEM6310";"OPALKELLY_XEM6310";"OPALKELLY_XEM6010";"Opal Kelly XEM6010 USB/FPGA module";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"P1";"M-2X06-87759_M";"M-2X06-87759_M";"87759-12_M";"MALE HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"P2";"M-2X10-87759_M";"M-2X10-87759_M";"87759-20_M";"MALE HEADER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Q1";"MMBF4117";"MMBF4117";"SOT23";"mmbf4417 N-Channel switch with low leakage current";"";"";"";"";"";"";"";"";"";"";"";"Fairchild";"";"";"BSS138";"9845330";"67R2009";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"R1";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R2";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R3";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R4";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R5";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R6";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R7";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R8";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R9";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R10";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R11";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R12";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R13";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R14";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R15";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R16";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R17";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R18";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R19";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R20";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R21";"2k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R22";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R23";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R24";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R25";"21.5k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R26";"10.2k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R27";"2.26k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R28";"10.5k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R29";"240";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R30";"2.61k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R31";"240";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R32";"2.67k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R33";"4.7k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R34";"4.7k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R35";"100k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R36";"100k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R37";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R38";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R39";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R40";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R41";"240";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R42";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R43";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R44";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R45";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R46";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R47";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R48";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R50";"100k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R51";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R52";"10k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R53";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R54";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R55";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R56";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R57";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R58";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R59";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R60";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R61";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R62";"DNP";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R63";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R64";"33";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R65";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R66";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R67";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R68";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R69";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R70";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R71";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R72";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R73";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R74";"20k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R75";"1k";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R76";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R77";"0";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R78";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R79";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R80";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R81";"499";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
"R82";"100";"R-US_R0603";"R0603";"RESISTOR, American symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"77";"";"";"";"";"";"R";"";"";"";
